flgs,proto,dport,pkts,bytes,state,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,unknown,subcategory
e,tcp,1244,2,120,RST,0.00384,0.00384,0,0.00384,0.00384,0.00384,1,1,60,60,260.416687,0,0,1,0,Service_Scan
e,tcp,39438,2,120,RST,0.023082,0.023082,0,0.023082,0.023082,0.023082,1,1,60,60,43.323803,0,0,1,0,Service_Scan
e,tcp,8331,2,120,RST,0.020149,0.020149,0,0.020149,0.020149,0.020149,1,1,60,60,49.630253,0,0,1,0,Service_Scan
e,tcp,1883,6,662,RST,0.000133,0.000133,0,0.000133,0.000133,0.000133,3,3,456,206,37593.9883,15037.5947,15037.5947,1,0,Service_Scan
e,tcp,45669,2,120,RST,0.021836,0.021836,0,0.021836,0.021836,0.021836,1,1,60,60,45.795933,0,0,1,0,Service_Scan
e,tcp,1516,2,120,RST,0.080176,0.080176,0,0.080176,0.080176,0.080176,1,1,60,60,12.47256,0,0,1,0,Service_Scan
e,tcp,15626,2,120,RST,0.066365,0.066365,0,0.066365,0.066365,0.066365,1,1,60,60,15.068183,0,0,1,0,Service_Scan
e,tcp,4791,2,120,RST,0.000049,0.000049,0,0.000049,0.000049,0.000049,1,1,60,60,20408.1641,0,0,1,0,Service_Scan
e,tcp,47917,2,120,RST,0.052177,0.052177,0,0.052177,0.052177,0.052177,1,1,60,60,19.165533,0,0,1,0,Service_Scan
e,tcp,30585,2,120,RST,0.017616,0.017616,0,0.017616,0.017616,0.017616,1,1,60,60,56.766575,0,0,1,0,Service_Scan
e,tcp,32627,2,120,RST,0.013228,0.013228,0,0.013228,0.013228,0.013228,1,1,60,60,75.597214,0,0,1,0,Service_Scan
e,tcp,2357,2,120,RST,0.035549,0.035549,0,0.035549,0.035549,0.035549,1,1,60,60,28.130186,0,0,1,0,Service_Scan
e,tcp,25930,2,120,RST,0.041154,0.041154,0,0.041154,0.041154,0.041154,1,1,60,60,24.298975,0,0,1,0,Service_Scan
e,tcp,15007,2,120,RST,0.04051,0.04051,0,0.04051,0.04051,0.04051,1,1,60,60,24.685263,0,0,1,0,Service_Scan
e,tcp,26714,2,120,RST,0.022196,0.022196,0,0.022196,0.022196,0.022196,1,1,60,60,45.053162,0,0,1,0,Service_Scan
e,tcp,32181,2,120,RST,0.054011,0.054011,0,0.054011,0.054011,0.054011,1,1,60,60,18.514748,0,0,1,0,Service_Scan
e,tcp,63809,2,120,RST,0.013279,0.013279,0,0.013279,0.013279,0.013279,1,1,60,60,75.306877,0,0,1,0,Service_Scan
e,tcp,3862,2,120,RST,0.019832,0.019832,0,0.019832,0.019832,0.019832,1,1,60,60,50.423557,0,0,1,0,Service_Scan
e,tcp,32777,2,120,RST,0.003641,0.003641,0,0.003641,0.003641,0.003641,1,1,60,60,274.649811,0,0,1,0,Service_Scan
e,tcp,21609,2,120,RST,0.00008,0.00008,0,0.00008,0.00008,0.00008,1,1,60,60,12500,0,0,1,0,Service_Scan
e,tcp,8192,2,120,RST,0.000083,0.000083,0,0.000083,0.000083,0.000083,1,1,60,60,12048.1934,0,0,1,0,Service_Scan
e,tcp,1198,2,120,RST,0.028476,0.028476,0,0.028476,0.028476,0.028476,1,1,60,60,35.11729,0,0,1,0,Service_Scan
e,tcp,26817,2,120,RST,0.001543,0.001543,0,0.001543,0.001543,0.001543,1,1,60,60,648.088135,0,0,1,0,Service_Scan
e,tcp,9165,2,120,RST,0.045987,0.045987,0,0.045987,0.045987,0.045987,1,1,60,60,21.745275,0,0,1,0,Service_Scan
e,tcp,46331,2,120,RST,0.01091,0.01091,0,0.01091,0.01091,0.01091,1,1,60,60,91.659027,0,0,1,0,Service_Scan
e,tcp,1880,11,1301,FIN,0.153226,0.153226,0,0.153226,0.153226,0.153226,6,5,575,726,65.263077,32.631538,26.10523,1,0,Service_Scan
e,tcp,6526,2,120,RST,0.049552,0.049552,0,0.049552,0.049552,0.049552,1,1,60,60,20.18082,0,0,1,0,Service_Scan
e,tcp,11599,2,120,RST,0.000547,0.000547,0,0.000547,0.000547,0.000547,1,1,60,60,1828.15369,0,0,1,0,Service_Scan
e,tcp,52917,2,120,RST,0.053031,0.053031,0,0.053031,0.053031,0.053031,1,1,60,60,18.856895,0,0,1,0,Service_Scan
e,tcp,32126,2,120,RST,0.036562,0.036562,0,0.036562,0.036562,0.036562,1,1,60,60,27.350801,0,0,1,0,Service_Scan
e,tcp,29449,2,120,RST,0.028032,0.028032,0,0.028032,0.028032,0.028032,1,1,60,60,35.673515,0,0,1,0,Service_Scan
e,tcp,50236,2,120,RST,0.013452,0.013452,0,0.013452,0.013452,0.013452,1,1,60,60,74.338387,0,0,1,0,Service_Scan
e,tcp,25414,2,120,RST,0.010636,0.010636,0,0.010636,0.010636,0.010636,1,1,60,60,94.020309,0,0,1,0,Service_Scan
e,tcp,36251,2,120,RST,0.018371,0.018371,0,0.018371,0.018371,0.018371,1,1,60,60,54.433617,0,0,1,0,Service_Scan
e,tcp,47918,2,120,RST,0.01599,0.01599,0,0.01599,0.01599,0.01599,1,1,60,60,62.539085,0,0,1,0,Service_Scan
eU,udp,20742,1,60,INT,0.000042,0.000042,0,0.000042,0.000042,0.000042,1,0,60,0,0,0,0,1,0,Service_Scan
e,tcp,995,16,3467,RST,0.114144,0.114144,0,0.114144,0.114144,0.114144,10,6,1185,2282,131.412949,78.847771,43.804317,1,0,Service_Scan
e,tcp,13939,2,120,RST,0.020749,0.020749,0,0.020749,0.020749,0.020749,1,1,60,60,48.195091,0,0,1,0,Service_Scan
e,tcp,57444,2,120,RST,0.000045,0.000045,0,0.000045,0.000045,0.000045,1,1,60,60,22222.2227,0,0,1,0,Service_Scan
e,tcp,7237,2,120,RST,0.035842,0.035842,0,0.035842,0.035842,0.035842,1,1,60,60,27.900229,0,0,1,0,Service_Scan
e,tcp,30386,2,120,RST,0.046578,0.046578,0,0.046578,0.046578,0.046578,1,1,60,60,21.469362,0,0,1,0,Service_Scan
e,tcp,58138,2,120,RST,0.034144,0.034144,0,0.034144,0.034144,0.034144,1,1,60,60,29.287724,0,0,1,0,Service_Scan
e,tcp,29175,2,120,RST,0.025038,0.025038,0,0.025038,0.025038,0.025038,1,1,60,60,39.939293,0,0,1,0,Service_Scan
e,tcp,42040,2,120,RST,0.006464,0.006464,0,0.006464,0.006464,0.006464,1,1,60,60,154.702972,0,0,1,0,Service_Scan
e,tcp,45802,2,120,RST,0.058613,0.058613,0,0.058613,0.058613,0.058613,1,1,60,60,17.061062,0,0,1,0,Service_Scan
e,tcp,46134,2,120,RST,0.025845,0.025845,0,0.025845,0.025845,0.025845,1,1,60,60,38.692204,0,0,1,0,Service_Scan
e,tcp,61759,2,120,RST,0.036401,0.036401,0,0.036401,0.036401,0.036401,1,1,60,60,27.471773,0,0,1,0,Service_Scan
e,tcp,21361,2,120,RST,0.055741,0.055741,0,0.055741,0.055741,0.055741,1,1,60,60,17.940115,0,0,1,0,Service_Scan
e,tcp,64770,2,120,RST,0.043975,0.043975,0,0.043975,0.043975,0.043975,1,1,60,60,22.740194,0,0,1,0,Service_Scan
e,tcp,52078,2,120,RST,0.008448,0.008448,0,0.008448,0.008448,0.008448,1,1,60,60,118.371208,0,0,1,0,Service_Scan
e s,tcp,942,7,420,RST,1.071645,1.071645,0,1.071645,1.071645,1.071645,6,1,360,60,5.598869,4.665724,0,1,0,Service_Scan
eU,udp,158,1,60,INT,0.000074,0.000074,0,0.000074,0.000074,0.000074,1,0,60,0,0,0,0,1,0,Service_Scan
e,tcp,62094,2,120,RST,0.013365,0.013365,0,0.013365,0.013365,0.013365,1,1,60,60,74.822296,0,0,1,0,Service_Scan
e,tcp,221,2,120,RST,0.000065,0.000065,0,0.000065,0.000065,0.000065,1,1,60,60,15384.6152,0,0,1,0,Service_Scan
e,tcp,46268,2,120,RST,0.018906,0.018906,0,0.018906,0.018906,0.018906,1,1,60,60,52.893265,0,0,1,0,Service_Scan
e,tcp,16970,2,120,RST,0.048246,0.048246,0,0.048246,0.048246,0.048246,1,1,60,60,20.727106,0,0,1,0,Service_Scan
e,tcp,46257,2,120,RST,0.006551,0.006551,0,0.006551,0.006551,0.006551,1,1,60,60,152.648453,0,0,1,0,Service_Scan
e,tcp,21236,2,120,RST,0.014474,0.014474,0,0.014474,0.014474,0.014474,1,1,60,60,69.089401,0,0,1,0,Service_Scan
e,tcp,6290,2,120,RST,0.000093,0.000093,0,0.000093,0.000093,0.000093,1,1,60,60,10752.6875,0,0,1,0,Service_Scan
e,tcp,48205,2,120,RST,0.029252,0.029252,0,0.029252,0.029252,0.029252,1,1,60,60,34.185696,0,0,1,0,Service_Scan
e,tcp,31711,1,60,REQ,0,0,0,0,0,0,1,0,60,0,0,0,0,1,0,Service_Scan
e,tcp,5298,2,120,RST,0.003356,0.003356,0,0.003356,0.003356,0.003356,1,1,60,60,297.973785,0,0,1,0,Service_Scan
e,tcp,61773,2,120,RST,0.04224,0.04224,0,0.04224,0.04224,0.04224,1,1,60,60,23.674242,0,0,1,0,Service_Scan
e,tcp,28765,2,120,RST,0.000121,0.000121,0,0.000121,0.000121,0.000121,1,1,60,60,8264.46289,0,0,1,0,Service_Scan
e,tcp,9676,2,120,RST,0.027402,0.027402,0,0.027402,0.027402,0.027402,1,1,60,60,36.493687,0,0,1,0,Service_Scan
e,tcp,42632,2,120,RST,0.026261,0.026261,0,0.026261,0.026261,0.026261,1,1,60,60,38.079281,0,0,1,0,Service_Scan
e,tcp,37384,2,120,RST,0.001972,0.001972,0,0.001972,0.001972,0.001972,1,1,60,60,507.099365,0,0,1,0,Service_Scan
e,tcp,6499,2,120,RST,0.000049,0.000049,0,0.000049,0.000049,0.000049,1,1,60,60,20408.1641,0,0,1,0,Service_Scan
e,tcp,31213,2,120,RST,0.011646,0.011646,0,0.011646,0.011646,0.011646,1,1,60,60,85.866394,0,0,1,0,Service_Scan
e,tcp,8642,2,120,RST,0.013338,0.013338,0,0.013338,0.013338,0.013338,1,1,60,60,74.973763,0,0,1,0,Service_Scan
e,tcp,61104,2,120,RST,0.037347,0.037347,0,0.037347,0.037347,0.037347,1,1,60,60,26.775913,0,0,1,0,Service_Scan
e,tcp,29777,2,120,RST,0.03066,0.03066,0,0.03066,0.03066,0.03066,1,1,60,60,32.615788,0,0,1,0,Service_Scan
e,tcp,9321,2,120,RST,0.042236,0.042236,0,0.042236,0.042236,0.042236,1,1,60,60,23.676485,0,0,1,0,Service_Scan
e,tcp,29150,2,120,RST,0.049111,0.049111,0,0.049111,0.049111,0.049111,1,1,60,60,20.362036,0,0,1,0,Service_Scan
e,tcp,29669,2,120,RST,0.001012,0.001012,0,0.001012,0.001012,0.001012,1,1,60,60,988.142273,0,0,1,0,Service_Scan
e,tcp,1999,2,134,RST,0.000022,0.000022,0,0.000022,0.000022,0.000022,1,1,74,60,45454.5469,0,0,1,0,Service_Scan
e,tcp,37205,2,120,RST,0.042489,0.042489,0,0.042489,0.042489,0.042489,1,1,60,60,23.535503,0,0,1,0,Service_Scan
e,tcp,39819,2,120,RST,0.014803,0.014803,0,0.014803,0.014803,0.014803,1,1,60,60,67.553879,0,0,1,0,Service_Scan
e,tcp,43925,2,120,RST,0.01809,0.01809,0,0.01809,0.01809,0.01809,1,1,60,60,55.27916,0,0,1,0,Service_Scan
e,tcp,60912,2,120,RST,0.00914,0.00914,0,0.00914,0.00914,0.00914,1,1,60,60,109.409195,0,0,1,0,Service_Scan
e,tcp,43805,2,120,RST,0.000456,0.000456,0,0.000456,0.000456,0.000456,1,1,60,60,2192.98242,0,0,1,0,Service_Scan
e,tcp,22767,2,120,RST,0.022492,0.022492,0,0.022492,0.022492,0.022492,1,1,60,60,44.460251,0,0,1,0,Service_Scan
e,tcp,58614,2,120,RST,0.00197,0.00197,0,0.00197,0.00197,0.00197,1,1,60,60,507.614197,0,0,1,0,Service_Scan
e,tcp,45950,2,120,RST,0.033213,0.033213,0,0.033213,0.033213,0.033213,1,1,60,60,30.108692,0,0,1,0,Service_Scan
e,tcp,26328,2,120,RST,0.000161,0.000161,0,0.000161,0.000161,0.000161,1,1,60,60,6211.18018,0,0,1,0,Service_Scan
e,tcp,34255,2,120,RST,0.01299,0.01299,0,0.01299,0.01299,0.01299,1,1,60,60,76.982292,0,0,1,0,Service_Scan
e,tcp,35759,2,120,RST,0.051532,0.051532,0,0.051532,0.051532,0.051532,1,1,60,60,19.405418,0,0,1,0,Service_Scan
e,tcp,47032,2,120,RST,0.022782,0.022782,0,0.022782,0.022782,0.022782,1,1,60,60,43.894302,0,0,1,0,Service_Scan
e,tcp,10407,2,120,RST,0.043478,0.043478,0,0.043478,0.043478,0.043478,1,1,60,60,23.000137,0,0,1,0,Service_Scan
e,tcp,110,16,1202,FIN,0.4236,0.4236,0,0.4236,0.4236,0.4236,9,7,664,538,35.410767,18.885742,14.164307,1,0,Service_Scan
e,tcp,46413,2,120,RST,0.000586,0.000586,0,0.000586,0.000586,0.000586,1,1,60,60,1706.48474,0,0,1,0,Service_Scan
e,tcp,7224,2,120,RST,0.053169,0.053169,0,0.053169,0.053169,0.053169,1,1,60,60,18.807951,0,0,1,0,Service_Scan
eU,udp,35794,1,60,INT,0.000004,0.000004,0,0.000004,0.000004,0.000004,1,0,60,0,0,0,0,1,0,Service_Scan
e,tcp,3767,2,120,RST,0.001835,0.001835,0,0.001835,0.001835,0.001835,1,1,60,60,544.959106,0,0,1,0,Service_Scan
e,tcp,80,10,1675,RST,0.000331,0.000331,0,0.000331,0.000331,0.000331,6,4,915,760,27190.334,15105.7402,9063.44434,1,0,Service_Scan
e,tcp,20990,2,120,RST,0.015193,0.015193,0,0.015193,0.015193,0.015193,1,1,60,60,65.819786,0,0,1,0,Service_Scan
e,tcp,8658,2,120,RST,0.047626,0.047626,0,0.047626,0.047626,0.047626,1,1,60,60,20.996935,0,0,1,0,Service_Scan
e,tcp,34675,2,120,RST,0.079243,0.079243,0,0.079243,0.079243,0.079243,1,1,60,60,12.619411,0,0,1,0,Service_Scan
e,tcp,12087,2,120,RST,0.000121,0.000121,0,0.000121,0.000121,0.000121,1,1,60,60,8264.46289,0,0,1,0,Service_Scan
e,tcp,18619,2,120,RST,0.027145,0.027145,0,0.027145,0.027145,0.027145,1,1,60,60,36.839195,0,0,1,0,Service_Scan
e,tcp,48623,2,120,RST,0.050404,0.050404,0,0.050404,0.050404,0.050404,1,1,60,60,19.839695,0,0,1,0,Service_Scan
e,tcp,25338,2,120,RST,0.020294,0.020294,0,0.020294,0.020294,0.020294,1,1,60,60,49.27565,0,0,1,0,Service_Scan
e,tcp,12689,2,120,RST,0.000151,0.000151,0,0.000151,0.000151,0.000151,1,1,60,60,6622.5166,0,0,1,0,Service_Scan
e s,tcp,416,5,300,RST,1.020182,1.020182,0,1.020182,1.020182,1.020182,4,1,240,60,3.920869,2.940652,0,1,0,Service_Scan
e,tcp,22465,2,120,RST,0.006869,0.006869,0,0.006869,0.006869,0.006869,1,1,60,60,145.581604,0,0,1,0,Service_Scan
e,tcp,47035,2,120,RST,0.03393,0.03393,0,0.03393,0.03393,0.03393,1,1,60,60,29.472443,0,0,1,0,Service_Scan
e,tcp,37912,2,120,RST,0.051493,0.051493,0,0.051493,0.051493,0.051493,1,1,60,60,19.420115,0,0,1,0,Service_Scan
eU,udp,45928,1,60,INT,0.000047,0.000047,0,0.000047,0.000047,0.000047,1,0,60,0,0,0,0,1,0,Service_Scan
e,tcp,1618,2,120,RST,0.040518,0.040518,0,0.040518,0.040518,0.040518,1,1,60,60,24.680389,0,0,1,0,Service_Scan
e,udp,3296,1,60,INT,0,0,0,0,0,0,1,0,60,0,0,0,0,1,0,Service_Scan
e,tcp,52006,2,120,RST,0.032467,0.032467,0,0.032467,0.032467,0.032467,1,1,60,60,30.800505,0,0,1,0,Service_Scan
e,tcp,48583,2,120,RST,0.000096,0.000096,0,0.000096,0.000096,0.000096,1,1,60,60,10416.666,0,0,1,0,Service_Scan
e,tcp,35674,2,120,RST,0.000584,0.000584,0,0.000584,0.000584,0.000584,1,1,60,60,1712.32874,0,0,1,0,Service_Scan
e,tcp,11243,2,120,RST,0.032689,0.032689,0,0.032689,0.032689,0.032689,1,1,60,60,30.59133,0,0,1,0,Service_Scan
e,tcp,12127,2,120,RST,0.013021,0.013021,0,0.013021,0.013021,0.013021,1,1,60,60,76.799019,0,0,1,0,Service_Scan
e,tcp,1880,8,794,FIN,0.000254,0.000254,0,0.000254,0.000254,0.000254,4,4,522,272,27559.0527,11811.0234,11811.0234,1,0,Service_Scan
e,tcp,62188,2,120,RST,0.05136,0.05136,0,0.05136,0.05136,0.05136,1,1,60,60,19.470406,0,0,1,0,Service_Scan
